time_ms,dist_cm,error_cm,v_base,pwm_L,pwm_R,drift,rms_error,iae,overshoot_pct
58171.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.097,3.66
58180.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.097,3.66
58190.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.098,3.66
58201.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.098,3.66
58210.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.099,3.66
58220.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.099,3.66
58231.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.1,3.66
58240.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.101,3.66
58250.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.101,3.66
58261.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.052,5.102,3.66
58270.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.052,5.102,3.66
58280.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.052,5.103,3.66
58291.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.103,3.66
58300.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.104,3.66
58310.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.104,3.66
58321.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.105,3.66
58330.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.105,3.66
58340.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.106,3.66
58351.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.106,3.66
58360.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.107,3.66
58370.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.107,3.66
58381.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.108,3.66
58390.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.108,3.66
58400.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.109,3.66
58411.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.11,3.66
58420.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.11,3.66
58430.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.111,3.66
58441.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.111,3.66
58450.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.112,3.66
58460.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.112,3.66
58471.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.113,3.66
58480.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.113,3.66
58490.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.114,3.66
58501.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.114,3.66
58510.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.115,3.66
58520.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.115,3.66
58531.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.116,3.66
58540.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.116,3.66
58550.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.117,3.66
58561.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.117,3.66
58570.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.118,3.66
58580.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.118,3.66
58591.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.119,3.66
58600.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.119,3.66
58610.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.12,3.66
58621.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.12,3.66
58630.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.121,3.66
58640.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.121,3.66
58651.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.122,3.66
58660.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.122,3.66
58670.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.123,3.66
58681.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.123,3.66
58690.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.124,3.66
58700.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.124,3.66
58711.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.125,3.66
58720.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.125,3.66
58730.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.126,3.66
58741.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.126,3.66
58750.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.127,3.66
58760.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.127,3.66
58771.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.128,3.66
58780.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.128,3.66
58790.0,24.95,-0.05,-20.6,-23.3,-17.9,9.0,0.052,5.129,3.66
58801.0,24.95,-0.05,-20.7,-23.4,-18.0,9.0,0.052,5.129,3.66
58810.0,24.95,-0.05,-20.7,-23.4,-18.0,9.0,0.052,5.13,3.66
58820.0,24.95,-0.05,-20.7,-23.4,-18.0,9.0,0.052,5.13,3.66
58831.0,24.95,-0.05,-20.7,-23.4,-18.0,9.0,0.052,5.131,3.66
58840.0,24.95,-0.05,-20.7,-23.4,-18.0,9.0,0.052,5.131,3.66
58850.0,24.95,-0.05,-20.7,-23.4,-18.0,9.0,0.052,5.132,3.66
58861.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.132,3.66
58870.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.133,3.66
58880.0,24.95,-0.05,-21.5,-24.2,-18.8,9.0,0.052,5.133,3.66
58891.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.134,3.66
58900.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.134,3.66
58910.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.135,3.66
58921.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.135,3.66
58930.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.136,3.66
58940.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.136,3.66
58951.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.137,3.66
58960.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.137,3.66
58970.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.138,3.66
58981.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.139,3.66
58990.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.139,3.66
59000.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.14,3.66
59011.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.052,5.14,3.66
59020.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.052,5.141,3.66
59030.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.052,5.141,3.66
59041.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.142,3.66
59050.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.143,3.66
59060.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.143,3.66
59071.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.144,3.66
59080.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.144,3.66
59090.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.145,3.66
59101.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.146,3.66
59110.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.146,3.66
59120.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.147,3.66
59131.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.147,3.66
59140.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.148,3.66
59150.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.149,3.66
59161.0,24.94,-0.06,-21.0,-23.7,-18.3,9.0,0.052,5.149,3.66
59170.0,24.94,-0.06,-21.0,-23.7,-18.3,9.0,0.052,5.15,3.66
59180.0,24.94,-0.06,-21.0,-23.7,-18.3,9.0,0.052,5.151,3.66
59191.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.151,3.66
59200.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.152,3.66
59210.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.152,3.66
59221.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.153,3.66
59230.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.153,3.66
59240.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.154,3.66
59251.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.154,3.66
59260.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.155,3.66
59270.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.156,3.66
59281.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.156,3.66
59290.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.157,3.66
59300.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.157,3.66
59311.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.158,3.66
59320.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.159,3.66
59330.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.159,3.66
59341.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.16,3.66
59350.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.16,3.66
59360.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.161,3.66
59371.0,24.94,-0.06,-21.0,-23.7,-18.3,9.0,0.052,5.162,3.66
59380.0,24.94,-0.06,-21.0,-23.7,-18.3,9.0,0.052,5.162,3.66
59390.0,24.94,-0.06,-21.0,-23.7,-18.3,9.0,0.052,5.163,3.66
59401.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.164,3.66
59410.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.164,3.66
59420.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.165,3.66
59431.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.165,3.66
59440.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.166,3.66
59450.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.166,3.66
59461.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.167,3.66
59470.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.167,3.66
59480.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.168,3.66
59491.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.168,3.66
59500.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.169,3.66
59510.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.169,3.66
59521.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.17,3.66
59530.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.17,3.66
59540.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.171,3.66
59551.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.172,3.66
59560.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.172,3.66
59570.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.173,3.66
59581.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.173,3.66
59590.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.174,3.66
59600.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.174,3.66
59611.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.175,3.66
59620.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.175,3.66
59630.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.176,3.66
59641.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.176,3.66
59650.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.177,3.66
59660.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.052,5.177,3.66
59671.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.178,3.66
59680.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.179,3.66
59690.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.052,5.179,3.66
59701.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.18,3.66
59710.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.18,3.66
59720.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.052,5.181,3.66
59731.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.181,3.66
59740.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.182,3.66
59750.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.183,3.66
59761.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.183,3.66
59770.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.184,3.66
59780.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.184,3.66
59791.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.185,3.66
59800.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.186,3.66
59810.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.052,5.186,3.66
59821.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.187,3.66
59830.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.187,3.66
59840.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.188,3.66
59851.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.188,3.66
59860.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.189,3.66
59870.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.052,5.19,3.66
59881.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.052,5.19,3.66
59890.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.052,5.191,3.66
59900.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.052,5.191,3.66
59911.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.192,3.66
59920.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.192,3.66
59930.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.052,5.193,3.66
59941.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.194,3.66
59950.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.194,3.66
59960.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.052,5.195,3.66
59971.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.195,3.66
59980.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.196,3.66
59990.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.052,5.196,3.66
60001.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.197,3.66
60010.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.197,3.66
60020.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.198,3.66
60031.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.199,3.66
60040.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.199,3.66
60050.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.2,3.66
60061.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.2,3.66
60070.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.201,3.66
60080.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.201,3.66
60091.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.202,3.66
60100.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.203,3.66
60110.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.203,3.66
60121.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.204,3.66
60130.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.204,3.66
60140.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.205,3.66
60151.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.205,3.66
60160.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.206,3.66
60170.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.206,3.66
60181.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.207,3.66
60190.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.208,3.66
60200.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.208,3.66
60211.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.057,5.209,3.66
60220.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.057,5.209,3.66
60230.0,24.94,-0.06,-21.1,-23.8,-18.4,9.0,0.057,5.21,3.66
60241.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.057,5.211,3.66
60250.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.057,5.211,3.66
60260.0,24.94,-0.06,-20.2,-22.9,-17.5,9.0,0.057,5.212,3.66
60271.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.212,3.66
60280.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.213,3.66
60290.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.213,3.66
60301.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.214,3.66
60310.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.215,3.66
60320.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.215,3.66
60331.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.216,3.66
60340.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.216,3.66
60350.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.217,3.66
60361.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.217,3.66
60370.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.218,3.66
60380.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.219,3.66
60391.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.219,3.66
60400.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.22,3.66
60410.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.22,3.66
60421.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.221,3.66
60430.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.221,3.66
60440.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.222,3.66
60451.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.223,3.66
60460.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.223,3.66
60470.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.224,3.66
60481.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.224,3.66
60490.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.225,3.66
60500.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.225,3.66
60511.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.057,5.226,3.66
60520.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.057,5.226,3.66
60530.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.057,5.227,3.66
60541.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.057,5.227,3.66
60550.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.057,5.228,3.66
60560.0,24.95,-0.05,-21.4,-24.1,-18.7,9.0,0.057,5.228,3.66
60571.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.229,3.66
60580.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.229,3.66
60590.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.23,3.66
60601.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.231,3.66
60610.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.231,3.66
60620.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.232,3.66
60631.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.232,3.66
60640.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.233,3.66
60650.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.233,3.66
60661.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.234,3.66
60670.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.235,3.66
60680.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.235,3.66
60691.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.236,3.66
60700.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.236,3.66
60710.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.057,5.237,3.66
60721.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.238,3.66
60730.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.238,3.66
60740.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.057,5.239,3.66
60751.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.239,3.66
60760.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.24,3.66
60770.0,24.95,-0.05,-20.3,-23.0,-17.6,9.0,0.057,5.24,3.66
60781.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.241,3.66
60790.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.241,3.66
60800.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.242,3.66
60811.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.242,3.66
60820.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.243,3.66
60830.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.057,5.244,3.66
60841.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.244,3.66
60850.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.245,3.66
60860.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.245,3.66
60871.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.246,3.66
60880.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.246,3.66
60890.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.247,3.66
60901.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.247,3.66
60910.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.248,3.66
60920.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.248,3.66
60931.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.249,3.66
60940.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.25,3.66
60950.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.25,3.66
60961.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.251,3.66
60970.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.251,3.66
60980.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.057,5.252,3.66
60991.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.057,5.252,3.66
61000.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.056,5.253,3.66
61010.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.056,5.253,3.66
61021.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.056,5.254,3.66
61030.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.056,5.255,3.66
61040.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.056,5.255,3.66
61051.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.056,5.256,3.66
61060.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.056,5.256,3.66
61070.0,24.95,-0.05,-20.5,-23.2,-17.8,9.0,0.056,5.257,3.66
61081.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.056,5.257,3.66
61090.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.056,5.258,3.66
61100.0,24.94,-0.06,-21.4,-24.1,-18.7,9.0,0.056,5.258,3.66
61111.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.056,5.259,3.66
61120.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.056,5.259,3.66
61130.0,24.95,-0.05,-20.4,-23.1,-17.7,9.0,0.056,5.26,3.66
61141.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.056,5.26,3.66
61150.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.056,5.261,3.66
61160.0,24.94,-0.06,-21.3,-24.0,-18.6,9.0,0.056,5.262,3.66
61171.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.056,5.262,3.66
61180.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.056,5.263,3.66
61190.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.056,5.263,3.66
61201.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.056,5.264,3.66
61210.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.056,5.265,3.66
61220.0,24.94,-0.06,-21.2,-23.9,-18.5,9.0,0.056,5.265,3.66
61231.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.056,5.266,3.66
61240.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.056,5.266,3.66
61250.0,24.94,-0.06,-20.3,-23.0,-17.6,9.0,0.056,5.267,3.66
